id,name,original_title,original_language,overview,genres,status,popularity,adult,vote_average,vote_count,release_date
384,"Shaft's Big Score!","Shaft's Big Score!",en,"John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.","[{""id"":28,""name"":""Action""},{""id"":12,""name"":""Adventure""},{""id"":80,""name"":""Crime""},{""id"":9648,""name"":""Mystery""}]",Released,5.407,,6,64,1972-06-08
385,"Shaft in Africa","Shaft in Africa",en,"Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.","[{""id"":28,""name"":""Action""},{""id"":80,""name"":""Crime""}]",Released,6.272,,6,62,1973-06-14
386,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.","[{""id"":35,""name"":""Comedy""}]",Released,26.625,,6.779,5335,2006-11-01
387,"The Green Mile","The Green Mile",en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","[{""id"":14,""name"":""Fantasy""},{""id"":18,""name"":""Drama""},{""id"":80,""name"":""Crime""}]",Released,93.3,,8.507,17399,1999-12-10
388,"Cléo from 5 to 7","Cléo de 5 à 7",fr,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.","[{""id"":18,""name"":""Drama""}]",Released,15.914,,7.699,678,1962-04-11
389,"Reservoir Dogs","Reservoir Dogs",en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","[{""id"":80,""name"":""Crime""},{""id"":53,""name"":""Thriller""}]",Released,37.098,,8.1,14234,1992-09-02
390,"Grizzly Man","Grizzly Man",en,"Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.","[{""id"":99,""name"":""Documentary""}]",Released,11.826,,7.536,829,2005-07-28
391,"Fail Safe","Fail Safe",en,"Because of a technical defect an American bomber team mistakenly orders the destruction of Moscow. The President of the United States has but little time to prevent an atomic catastrophe from occurring.","[{""id"":53,""name"":""Thriller""},{""id"":18,""name"":""Drama""},{""id"":10752,""name"":""War""}]",Released,11.009,,7.813,388,1964-10-07
392,Poseidon,Poseidon,en,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.","[{""id"":12,""name"":""Adventure""},{""id"":28,""name"":""Action""},{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,24.319,,5.85,2118,2006-05-03
393,Monster,Monster,en,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,21.134,,7.216,2290,2003-12-24
394,"Johnny Handsome","Johnny Handsome",en,"A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,11.572,,6.288,252,1989-09-12
395,Marnie,Marnie,en,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.","[{""id"":53,""name"":""Thriller""},{""id"":9648,""name"":""Mystery""},{""id"":10749,""name"":""Romance""},{""id"":18,""name"":""Drama""}]",Released,14.809,,7.139,1104,1964-07-17
396,"Killing Zoe","Killing Zoe",en,"Zed is an American vault-cracker who travels to Paris to meet up with his old friend Eric. Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.","[{""id"":28,""name"":""Action""},{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""},{""id"":53,""name"":""Thriller""}]",Released,12.683,,6.25,330,1993-10-01
397,"Love Actually","Love Actually",en,"Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.","[{""id"":35,""name"":""Comedy""},{""id"":10749,""name"":""Romance""},{""id"":18,""name"":""Drama""}]",Released,58.776,,7.116,6613,2003-09-07
398,"Notting Hill","Notting Hill",en,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.","[{""id"":10749,""name"":""Romance""},{""id"":35,""name"":""Comedy""}]",Released,37.488,,7.264,6030,1999-05-21
399,"One Flew Over the Cuckoo's Nest","One Flew Over the Cuckoo's Nest",en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.","[{""id"":18,""name"":""Drama""}]",Released,45.683,,8.416,10415,1975-11-19
400,"The Promised Land","Ziemia obiecana",pl,"In nineteenth-century Łódź, Poland, three friends want to make a lot of money by building and investing in a textile factory. An exceptional portrait of rapid industrial expansion is shown through the eyes of one Polish town.","[{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""}]",Released,8.235,,7.2,70,1975-02-21
401,Scoop,Scoop,en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.","[{""id"":35,""name"":""Comedy""},{""id"":9648,""name"":""Mystery""}]",Released,13.071,,6.589,1613,2006-07-27
402,Fire,फायर,en,"In a barren, arranged marriage to an amateur swami who seeks enlightenment through celibacy, Radha's life takes an irresistible turn when her beautiful young sister-in-law seeks to free herself from the confines of her own loveless marriage.","[{""id"":18,""name"":""Drama""},{""id"":10749,""name"":""Romance""}]",Released,6.281,,6.7,64,1997-08-22
403,"Dial M for Murder","Dial M for Murder",en,"An ex-tennis pro carries out a plot to have his wealthy wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway.","[{""id"":53,""name"":""Thriller""},{""id"":80,""name"":""Crime""}]",Released,17.71,,8,2574,1954-05-29
404,"Ed Wood","Ed Wood",en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","[{""id"":35,""name"":""Comedy""},{""id"":18,""name"":""Drama""},{""id"":36,""name"":""History""}]",Released,14.116,,7.478,2299,1994-09-28
405,Requiem,Requiem,de,"Michaela, an epileptic, enrolls in college to study education. She goes off her medication and soon begins hearing voices and seeing apparitions that tell her to avoid religious objects, although she is devoutly Roman Catholic. One priest scoffs at the idea that Michaela could be possessed by demons, but a younger pastor arranges an exorcism for the young woman.","[{""id"":18,""name"":""Drama""}]",Released,9.841,,6.6,102,2006-03-02
406,Casino,Casino,en,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.","[{""id"":80,""name"":""Crime""},{""id"":18,""name"":""Drama""}]",Released,29.742,,8,5785,1995-11-22
407,"The Blues Brothers","The Blues Brothers",en,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.","[{""id"":10402,""name"":""Music""},{""id"":35,""name"":""Comedy""},{""id"":28,""name"":""Action""},{""id"":80,""name"":""Crime""}]",Released,25.052,,7.7,4152,1980-06-16
408,Ladyhawke,Ladyhawke,en,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.","[{""id"":12,""name"":""Adventure""},{""id"":35,""name"":""Comedy""},{""id"":14,""name"":""Fantasy""}]",Released,19.578,,7.022,1126,1985-03-27
409,"Once Were Warriors","Once Were Warriors",en,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.","[{""id"":18,""name"":""Drama""}]",Released,18.753,,7.381,421,1994-09-02
410,"A Grand Day Out","A Grand Day Out",en,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.  Preserved by the Academy Film Archive.","[{""id"":10751,""name"":""Family""},{""id"":16,""name"":""Animation""},{""id"":35,""name"":""Comedy""}]",Released,20.511,,7.462,864,1990-05-18
411,"The Wrong Trousers","The Wrong Trousers",en,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.  Preserved by the Academy Film Archive.","[{""id"":16,""name"":""Animation""},{""id"":35,""name"":""Comedy""},{""id"":10751,""name"":""Family""}]",Released,15.627,,7.8,980,1993-12-17
412,"A Close Shave","A Close Shave",en,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.","[{""id"":10751,""name"":""Family""},{""id"":16,""name"":""Animation""},{""id"":35,""name"":""Comedy""}]",Released,11.01,,7.56,803,1996-03-07
